"@timestamp",message
"Sep 23, 2022 @ 19:01:31.744","Sep 23 19:01:29 mail saslauthd[18737]: auth_zimbra: sales@uhtasi.org auth failed: authentication failed for [sales@uhtasi.org]"
"Sep 23, 2022 @ 18:57:24.341","Sep 23 18:57:22 mail saslauthd[18737]: auth_zimbra: sales auth failed: authentication failed for [sales]"
"Sep 23, 2022 @ 18:57:07.327","Sep 23 18:57:05 mail saslauthd[18740]: auth_zimbra: sales@uhtasi.org auth failed: authentication failed for [sales@uhtasi.org]"
"Sep 23, 2022 @ 18:56:35.973","Sep 23 18:56:35 mail saslauthd[18738]: auth_zimbra: sales auth failed: authentication failed for [sales]"
"Sep 23, 2022 @ 18:56:17.968","Sep 23 18:56:17 mail saslauthd[18737]: auth_zimbra: sales@uhtasi.org auth failed: authentication failed for [sales@uhtasi.org]"
"Sep 23, 2022 @ 18:53:11.381","Sep 23 18:53:04 mail saslauthd[18740]: auth_zimbra: sales auth failed: authentication failed for [sales]"
"Sep 23, 2022 @ 18:52:48.361","Sep 23 18:52:47 mail saslauthd[18738]: auth_zimbra: sales@uhtasi.org auth failed: authentication failed for [sales@uhtasi.org]"
"Sep 23, 2022 @ 18:50:26.871","Sep 23 18:50:19 mail saslauthd[18740]: auth_zimbra: newsletter auth failed: authentication failed for [newsletter]"
"Sep 23, 2022 @ 18:50:03.842","Sep 23 18:50:03 mail saslauthd[18739]: auth_zimbra: newsletter@uhtasi.org auth failed: authentication failed for [newsletter@uhtasi.org]"
"Sep 23, 2022 @ 18:38:29.432","Sep 23 18:38:27 mail saslauthd[18739]: auth_zimbra: newsletter auth failed: authentication failed for [newsletter]"
"Sep 23, 2022 @ 18:38:18.428","Sep 23 18:38:15 mail saslauthd[18738]: auth_zimbra: newsletter@uhtasi.org auth failed: authentication failed for [newsletter@uhtasi.org]"
"Sep 23, 2022 @ 18:34:12.842","Sep 23 18:34:12 mail saslauthd[18736]: auth_zimbra: newsletter auth failed: authentication failed for [newsletter]"
"Sep 23, 2022 @ 18:34:00.804","Sep 23 18:33:58 mail saslauthd[18737]: auth_zimbra: newsletter@uhtasi.org auth failed: authentication failed for [newsletter@uhtasi.org]"
"Sep 23, 2022 @ 18:33:28.388","Sep 23 18:33:26 mail saslauthd[18736]: auth_zimbra: newsletter auth failed: authentication failed for [newsletter]"
"Sep 23, 2022 @ 18:33:14.383","Sep 23 18:33:12 mail saslauthd[18739]: auth_zimbra: newsletter@uhtasi.org auth failed: authentication failed for [newsletter@uhtasi.org]"
"Sep 23, 2022 @ 18:30:05.285","Sep 23 18:30:04 mail saslauthd[18736]: auth_zimbra: newsletter auth failed: authentication failed for [newsletter]"
"Sep 23, 2022 @ 18:29:51.263","Sep 23 18:29:49 mail saslauthd[18739]: auth_zimbra: newsletter@uhtasi.org auth failed: authentication failed for [newsletter@uhtasi.org]"
"Sep 23, 2022 @ 18:27:56.090","Sep 23 18:27:55 mail saslauthd[18738]: auth_zimbra: test auth failed: authentication failed for [test]"
"Sep 23, 2022 @ 18:27:20.747","Sep 23 18:27:18 mail saslauthd[18736]: auth_zimbra: test@uhtasi.org auth failed: authentication failed for [test@uhtasi.org]"
"Sep 23, 2022 @ 18:16:20.700","Sep 23 18:16:18 mail saslauthd[18740]: auth_zimbra: peacesat auth failed: authentication failed for [peacesat]"
"Sep 23, 2022 @ 18:16:05.689","Sep 23 18:16:05 mail saslauthd[18737]: auth_zimbra: peacesat@uhtasi.org auth failed: authentication failed for [peacesat@uhtasi.org]"
"Sep 23, 2022 @ 18:15:43.680","Sep 23 18:15:42 mail saslauthd[18739]: auth_zimbra: test auth failed: authentication failed for [test]"
"Sep 23, 2022 @ 18:15:29.470","Sep 23 18:15:23 mail saslauthd[18736]: auth_zimbra: test@uhtasi.org auth failed: authentication failed for [test@uhtasi.org]"
"Sep 23, 2022 @ 18:11:29.824","Sep 23 18:11:21 mail saslauthd[18740]: auth_zimbra: test auth failed: authentication failed for [test]"
"Sep 23, 2022 @ 18:10:53.511","Sep 23 18:10:52 mail saslauthd[18738]: auth_zimbra: test@uhtasi.org auth failed: authentication failed for [test@uhtasi.org]"
"Sep 23, 2022 @ 18:10:49.508","Sep 23 18:10:48 mail saslauthd[18737]: auth_zimbra: test auth failed: authentication failed for [test]"
"Sep 23, 2022 @ 18:10:10.493","Sep 23 18:10:06 mail saslauthd[18736]: auth_zimbra: test@uhtasi.org auth failed: authentication failed for [test@uhtasi.org]"
"Sep 23, 2022 @ 18:07:14.151","Sep 23 18:07:06 mail saslauthd[18739]: auth_zimbra: test auth failed: authentication failed for [test]"
"Sep 23, 2022 @ 18:06:56.146","Sep 23 18:06:52 mail saslauthd[18736]: auth_zimbra: test@uhtasi.org auth failed: authentication failed for [test@uhtasi.org]"
"Sep 23, 2022 @ 18:04:44.526","Sep 23 18:04:43 mail saslauthd[18739]: auth_zimbra: accounts auth failed: authentication failed for [accounts]"
"Sep 23, 2022 @ 18:04:20.518","Sep 23 18:04:17 mail saslauthd[18740]: auth_zimbra: accounts@uhtasi.org auth failed: authentication failed for [accounts@uhtasi.org]"
"Sep 23, 2022 @ 17:53:17.099","Sep 23 17:53:16 mail saslauthd[18738]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 17:52:57.464","Sep 23 17:52:56 mail saslauthd[18739]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
"Sep 23, 2022 @ 17:52:51.336","Sep 23 17:52:43 mail saslauthd[18737]: auth_zimbra: accounts auth failed: authentication failed for [accounts]"
"Sep 23, 2022 @ 17:52:19.085","Sep 23 17:52:17 mail saslauthd[18736]: auth_zimbra: accounts@uhtasi.org auth failed: authentication failed for [accounts@uhtasi.org]"
"Sep 23, 2022 @ 17:48:29.501","Sep 23 17:48:25 mail saslauthd[18739]: auth_zimbra: accounts auth failed: authentication failed for [accounts]"
"Sep 23, 2022 @ 17:47:54.493","Sep 23 17:47:54 mail saslauthd[18738]: auth_zimbra: accounts@uhtasi.org auth failed: authentication failed for [accounts@uhtasi.org]"
"Sep 23, 2022 @ 17:47:41.487","Sep 23 17:47:40 mail saslauthd[18736]: auth_zimbra: accounts auth failed: authentication failed for [accounts]"
"Sep 23, 2022 @ 17:47:19.466","Sep 23 17:47:17 mail saslauthd[18738]: auth_zimbra: accounts@uhtasi.org auth failed: authentication failed for [accounts@uhtasi.org]"
"Sep 23, 2022 @ 17:44:26.405","Sep 23 17:44:25 mail saslauthd[18737]: auth_zimbra: accounts auth failed: authentication failed for [accounts]"
"Sep 23, 2022 @ 17:44:18.399","Sep 23 17:44:10 mail saslauthd[18738]: auth_zimbra: accounts@uhtasi.org auth failed: authentication failed for [accounts@uhtasi.org]"
"Sep 23, 2022 @ 17:41:34.291","Sep 23 17:41:33 mail saslauthd[18736]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 17:40:59.162","Sep 23 17:40:58 mail saslauthd[18737]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 17:29:21.122","Sep 23 17:29:20 mail saslauthd[18736]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 17:29:09.110","Sep 23 17:29:08 mail saslauthd[18739]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 17:25:37.885","Sep 23 17:25:37 mail saslauthd[18736]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 17:25:05.874","Sep 23 17:25:05 mail saslauthd[18740]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 17:24:21.599","Sep 23 17:24:20 mail saslauthd[18737]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 17:24:10.587","Sep 23 17:24:08 mail saslauthd[18736]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 17:21:12.502","Sep 23 17:21:11 mail saslauthd[18737]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 17:21:00.465","Sep 23 17:20:59 mail saslauthd[18739]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 17:18:15.247","Sep 23 17:18:14 mail saslauthd[18737]: auth_zimbra: hello auth failed: authentication failed for [hello]"
"Sep 23, 2022 @ 17:18:03.199","Sep 23 17:18:00 mail saslauthd[18739]: auth_zimbra: hello@uhtasi.org auth failed: authentication failed for [hello@uhtasi.org]"
"Sep 23, 2022 @ 17:06:33.910","Sep 23 17:06:26 mail saslauthd[18737]: auth_zimbra: hello auth failed: authentication failed for [hello]"
"Sep 23, 2022 @ 17:06:10.893","Sep 23 17:06:10 mail saslauthd[18736]: auth_zimbra: hello@uhtasi.org auth failed: authentication failed for [hello@uhtasi.org]"
"Sep 23, 2022 @ 17:02:28.394","Sep 23 17:02:25 mail saslauthd[18736]: auth_zimbra: hello auth failed: authentication failed for [hello]"
"Sep 23, 2022 @ 17:02:02.360","Sep 23 17:02:01 mail saslauthd[18740]: auth_zimbra: hello@uhtasi.org auth failed: authentication failed for [hello@uhtasi.org]"
"Sep 23, 2022 @ 17:01:57.354","Sep 23 17:01:56 mail saslauthd[18739]: auth_zimbra: hello auth failed: authentication failed for [hello]"
"Sep 23, 2022 @ 17:01:23.331","Sep 23 17:01:17 mail saslauthd[18736]: auth_zimbra: hello@uhtasi.org auth failed: authentication failed for [hello@uhtasi.org]"
"Sep 23, 2022 @ 16:58:19.030","Sep 23 16:58:12 mail saslauthd[18738]: auth_zimbra: hello auth failed: authentication failed for [hello]"
"Sep 23, 2022 @ 16:57:53.418","Sep 23 16:57:53 mail saslauthd[18736]: auth_zimbra: hello@uhtasi.org auth failed: authentication failed for [hello@uhtasi.org]"
"Sep 23, 2022 @ 16:55:20.078","Sep 23 16:55:19 mail saslauthd[18737]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 16:55:03.617","Sep 23 16:55:02 mail saslauthd[18738]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 16:49:49.983","Sep 23 16:49:48 mail saslauthd[18740]: auth_zimbra: peacesat auth failed: authentication failed for [peacesat]"
"Sep 23, 2022 @ 16:49:42.977","Sep 23 16:49:39 mail saslauthd[18738]: auth_zimbra: peacesat@uhtasi.org auth failed: authentication failed for [peacesat@uhtasi.org]"
"Sep 23, 2022 @ 16:43:36.454","Sep 23 16:43:35 mail saslauthd[18739]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 16:43:20.450","Sep 23 16:43:18 mail saslauthd[18736]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 16:39:09.491","Sep 23 16:39:07 mail saslauthd[18737]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 16:38:55.486","Sep 23 16:38:52 mail saslauthd[18738]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 16:38:35.474","Sep 23 16:38:32 mail saslauthd[18736]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 16:38:22.467","Sep 23 16:38:20 mail saslauthd[18739]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 16:35:08.128","Sep 23 16:35:05 mail saslauthd[18740]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 16:34:53.880","Sep 23 16:34:51 mail saslauthd[18739]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 16:32:55.588","Sep 23 16:32:54 mail saslauthd[18738]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 16:32:12.562","Sep 23 16:32:09 mail saslauthd[18740]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 16:20:23.876","Sep 23 16:20:21 mail saslauthd[18739]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 16:20:11.865","Sep 23 16:20:07 mail saslauthd[18737]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 16:16:04.914","Sep 23 16:16:04 mail saslauthd[18739]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 16:15:49.770","Sep 23 16:15:49 mail saslauthd[18736]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 16:15:24.995","Sep 23 16:15:23 mail saslauthd[18737]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 16:15:03.990","Sep 23 16:15:01 mail saslauthd[18740]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 16:12:01.443","Sep 23 16:11:53 mail saslauthd[18739]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 16:11:42.436","Sep 23 16:11:39 mail saslauthd[18740]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 16:09:13.128","Sep 23 16:09:12 mail saslauthd[18738]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 16:09:03.949","Sep 23 16:08:56 mail saslauthd[18739]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 15:57:23.905","Sep 23 15:57:22 mail saslauthd[18738]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 15:57:13.865","Sep 23 15:57:07 mail saslauthd[18736]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 15:53:23.383","Sep 23 15:53:15 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 15:52:57.374","Sep 23 15:52:57 mail saslauthd[18739]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 15:52:38.299","Sep 23 15:52:35 mail saslauthd[18738]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 15:52:23.233","Sep 23 15:52:22 mail saslauthd[18736]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 15:49:01.370","Sep 23 15:48:53 mail saslauthd[18738]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 15:48:41.357","Sep 23 15:48:39 mail saslauthd[18736]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 15:46:22.290","Sep 23 15:46:16 mail saslauthd[18737]: auth_zimbra: contactus auth failed: authentication failed for [contactus]"
"Sep 23, 2022 @ 15:45:59.225","Sep 23 15:45:57 mail saslauthd[18739]: auth_zimbra: contactus@uhtasi.org auth failed: authentication failed for [contactus@uhtasi.org]"
"Sep 23, 2022 @ 15:34:43.832","Sep 23 15:34:42 mail saslauthd[18738]: auth_zimbra: contactus auth failed: authentication failed for [contactus]"
"Sep 23, 2022 @ 15:34:12.649","Sep 23 15:34:12 mail saslauthd[18740]: auth_zimbra: contactus@uhtasi.org auth failed: authentication failed for [contactus@uhtasi.org]"
"Sep 23, 2022 @ 15:30:14.504","Sep 23 15:30:11 mail saslauthd[18736]: auth_zimbra: contactus auth failed: authentication failed for [contactus]"
"Sep 23, 2022 @ 15:29:57.225","Sep 23 15:29:56 mail saslauthd[18736]: auth_zimbra: contactus@uhtasi.org auth failed: authentication failed for [contactus@uhtasi.org]"
"Sep 23, 2022 @ 15:29:24.122","Sep 23 15:29:21 mail saslauthd[18740]: auth_zimbra: contactus auth failed: authentication failed for [contactus]"
"Sep 23, 2022 @ 15:29:13.116","Sep 23 15:29:11 mail saslauthd[18738]: auth_zimbra: contactus@uhtasi.org auth failed: authentication failed for [contactus@uhtasi.org]"
"Sep 23, 2022 @ 15:25:58.447","Sep 23 15:25:58 mail saslauthd[18738]: auth_zimbra: contactus auth failed: authentication failed for [contactus]"
"Sep 23, 2022 @ 15:25:48.434","Sep 23 15:25:47 mail saslauthd[18738]: auth_zimbra: contactus@uhtasi.org auth failed: authentication failed for [contactus@uhtasi.org]"
"Sep 23, 2022 @ 15:23:13.946","Sep 23 15:23:11 mail saslauthd[18736]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 15:23:00.938","Sep 23 15:22:58 mail saslauthd[18737]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 15:11:35.604","Sep 23 15:11:35 mail saslauthd[18737]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 15:11:22.133","Sep 23 15:11:20 mail saslauthd[18740]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 15:07:34.416","Sep 23 15:07:32 mail saslauthd[18739]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 15:07:04.385","Sep 23 15:07:02 mail saslauthd[18737]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 15:06:29.541","Sep 23 15:06:27 mail saslauthd[18740]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 15:06:21.534","Sep 23 15:06:13 mail saslauthd[18739]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 15:03:31.665","Sep 23 15:03:30 mail saslauthd[18740]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 15:03:21.661","Sep 23 15:03:16 mail saslauthd[18736]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
